mm_policy,qa_function,explore_policy,pretrain_semantic,long_capacity,semantic_decay_factor,test_mean,test_std
handcrafted,random,random,exclude_walls,2,0.9,116.4,21.360524338133647
handcrafted,random,random,exclude_walls,2,0.99,116.4,21.360524338133647
handcrafted,random,random,include_walls,2,0.8,116.4,21.360524338133647
handcrafted,random,random,include_walls,2,0.9,116.4,21.360524338133647
handcrafted,random,random,include_walls,2,0.99,116.4,21.360524338133647
random,random,random,include_walls,2,0.7,114.8,23.435101877312164
handcrafted,random,random,exclude_walls,2,0.7,114.04,12.028067176400368
handcrafted,random,random,include_walls,2,0.7,114.04,12.028067176400368
random,latest_strongest,random,include_walls,2,0.7,113.05999999999999,16.32637130534522
handcrafted,latest,random,exclude_walls,2,0.7,112.33999999999999,15.519613397246728
handcrafted,latest,random,include_walls,2,0.7,112.33999999999999,15.519613397246728
random,latest,random,False,2,0.7,112.05999999999999,14.664869586873246
handcrafted,latest_strongest,random,False,2,0.8,111.73999999999998,13.538330768599208
random,latest_strongest,random,include_walls,2,0.8,109.9,16.080174128410427
random,latest_strongest,random,include_walls,2,0.9,109.9,16.080174128410427
random,latest_strongest,random,include_walls,2,0.99,109.9,16.080174128410427
random,latest,random,False,2,0.8,109.42,17.530476319826565
random,latest,random,False,2,0.9,109.42,17.530476319826565
random,latest,random,False,2,0.99,109.42,17.530476319826565
random,latest,random,exclude_walls,2,0.7,108.52000000000001,16.0151678105476
handcrafted,latest,random,False,2,0.99,107.26000000000002,12.885588849563685
handcrafted,latest,random,False,2,0.9,107.25999999999999,12.885588849563685
episodic,latest,random,False,2,0.7,106.36000000000001,9.318497733003962
episodic,latest,random,False,2,0.9,106.36000000000001,9.318497733003962
episodic,latest,random,False,2,0.99,106.36000000000001,9.318497733003962
episodic,latest,random,False,2,0.8,106.35999999999999,9.31849773300396
random,latest_strongest,random,exclude_walls,2,0.8,105.1,24.194627502815578
random,latest_strongest,random,exclude_walls,2,0.9,105.1,24.194627502815578
random,latest_strongest,random,exclude_walls,2,0.99,105.1,24.194627502815578
handcrafted,latest_strongest,random,include_walls,2,0.8,103.08000000000001,22.22821630270859
handcrafted,latest_strongest,random,exclude_walls,2,0.8,103.08,22.22821630270859
handcrafted,latest,random,False,2,0.8,101.94,13.77019970806524
random,random,random,False,2,0.8,101.52000000000001,25.832336324846814
random,random,random,False,2,0.9,101.52000000000001,25.832336324846814
random,random,random,False,2,0.99,101.52000000000001,25.832336324846814
handcrafted,latest_strongest,random,exclude_walls,2,0.9,101.4,23.121591640715387
handcrafted,latest_strongest,random,exclude_walls,2,0.99,101.4,23.121591640715387
handcrafted,latest_strongest,random,include_walls,2,0.9,101.4,23.121591640715387
handcrafted,latest_strongest,random,include_walls,2,0.99,101.39999999999999,23.121591640715387
random,latest,random,include_walls,2,0.7,101.2,15.62677189953191
random,latest,random,include_walls,2,0.8,98.56,14.657912538966798
random,latest,random,include_walls,2,0.9,98.55999999999999,14.657912538966796
random,latest,random,include_walls,2,0.99,98.55999999999999,14.657912538966796
random,random,random,False,2,0.7,95.78000000000002,29.092913226419935
