mm_policy,qa_function,explore_policy,save_agent_as_episodic,pretrain_semantic,long_capacity,semantic_decay_factor,test_mean,test_std
random,strongest,random,True,include_walls,6,0.9,273.91999999999996,19.996139627438104
random,strongest,avoid_walls,True,include_walls,6,0.5,273.23999999999995,18.47036545388314
random,strongest,random,True,False,6,0.99,273.06,17.36843113237348
random,strongest,avoid_walls,True,include_walls,6,0.9,272.36,7.797332877336971
random,strongest,avoid_walls,True,exclude_walls,6,0.99,272.32,6.658348143496258
random,strongest,random,True,exclude_walls,6,0.99,272.21999999999997,10.675841887176853
random,strongest,avoid_walls,True,exclude_walls,6,0.7,271.86,11.627828688108542
random,latest,random,False,include_walls,6,0.99,271.74,14.883762965056926
semantic,strongest,random,False,exclude_walls,6,0.9,271.73999999999995,39.332815815804494
random,strongest,random,False,include_walls,6,0.7,271.40000000000003,11.678527304416432
random,strongest,avoid_walls,True,include_walls,6,0.7,270.47999999999996,16.49344112063944
random,strongest,avoid_walls,True,include_walls,6,0.99,270.12,9.128285709814305
random,strongest,random,False,exclude_walls,6,0.99,268.64,16.19636996366778
random,latest,avoid_walls,False,False,6,0.9,267.50000000000006,8.462387370003816
random,strongest,avoid_walls,True,exclude_walls,6,0.5,267.08000000000004,7.377099701102043
random,strongest,random,False,include_walls,6,0.99,264.29999999999995,10.112764211628788
random,strongest,random,False,False,6,0.99,263.32000000000005,18.238903475812354
random,strongest,random,False,exclude_walls,6,0.9,261.54,12.820078002882827
random,latest,avoid_walls,False,include_walls,6,0.99,259.04,7.012446078224054
random,latest,random,True,exclude_walls,6,0.7,257.4,7.763246743470157
semantic,strongest,random,False,exclude_walls,6,0.99,257.4,23.362619716119173
random,latest,avoid_walls,False,False,6,0.99,256.84000000000003,3.880515429681985
random,strongest,random,False,include_walls,6,0.9,255.95999999999998,14.676048514501437
random,latest,avoid_walls,False,include_walls,6,0.9,255.06,9.35683707242998
random,latest,avoid_walls,False,exclude_walls,6,0.99,254.61999999999998,12.278012868538623
random,latest,random,True,include_walls,6,0.5,254.5,5.882856449039022
random,latest,avoid_walls,False,exclude_walls,6,0.9,254.24,7.328465050745621
random,latest,avoid_walls,False,exclude_walls,6,0.5,253.64000000000001,11.893460387961115
random,latest,avoid_walls,False,False,6,0.5,253.16,8.105701696953814
random,latest,random,True,False,6,0.5,252.22000000000003,4.735145193127664
random,latest,random,True,False,6,0.9,251.63999999999996,18.558297335693265
random,strongest,avoid_walls,False,False,6,0.5,250.44,5.16240254145296
random,strongest,avoid_walls,False,False,6,0.7,250.35999999999999,9.550204186298837
random,latest,avoid_walls,False,False,6,0.7,249.87999999999997,5.846161133598698
random,latest,avoid_walls,False,exclude_walls,6,0.7,249.53999999999996,6.541742887029411
random,latest,random,True,exclude_walls,6,0.5,249.52000000000004,13.7530214862044
random,latest,avoid_walls,False,include_walls,6,0.7,247.48000000000002,9.202477927167218
random,latest,avoid_walls,False,include_walls,6,0.5,246.64000000000001,14.640027322378877
random,latest,random,True,False,6,0.7,245.72000000000003,6.829172717101237
random,latest,random,True,exclude_walls,6,0.9,245.35999999999999,13.888786844069562
semantic,strongest,avoid_walls,False,include_walls,6,0.99,245.1,67.35793939841092
random,strongest,avoid_walls,False,include_walls,6,0.5,244.77999999999997,14.38713314041404
random,latest,random,True,include_walls,6,0.99,244.61999999999998,8.785078258046436
random,latest,random,True,include_walls,6,0.7,244.44,16.636658318304193
random,strongest,avoid_walls,False,exclude_walls,6,0.7,244.38000000000002,8.311774780394385
semantic,strongest,random,False,include_walls,6,0.9,243.24,38.55264452667288
random,strongest,avoid_walls,False,include_walls,6,0.7,242.34,12.405579389935795
random,latest,random,True,False,6,0.99,241.88000000000002,9.689871000173328
random,strongest,avoid_walls,False,exclude_walls,6,0.5,241.21999999999997,11.00079997091121
random,latest,random,True,include_walls,6,0.9,239.77999999999997,12.46633867661231
random,strongest,avoid_walls,False,include_walls,6,0.99,239.56,9.874330357041936
random,strongest,avoid_walls,False,False,6,0.99,239.42,9.948547632694934
random,latest,random,True,exclude_walls,6,0.99,239.35999999999999,10.314378313790895
random,strongest,avoid_walls,False,False,6,0.9,236.1,9.440550831386904
random,strongest,avoid_walls,False,exclude_walls,6,0.99,235.94,9.859939147885244
random,strongest,avoid_walls,False,exclude_walls,6,0.9,235.52000000000004,16.77157118459688
random,strongest,avoid_walls,False,include_walls,6,0.9,232.98000000000002,14.117421860948978
random,latest,avoid_walls,True,include_walls,6,0.9,230.26,10.172629945102699
random,latest,avoid_walls,True,include_walls,6,0.99,230.18,7.457989005087097
random,latest,avoid_walls,True,exclude_walls,6,0.5,229.38000000000002,6.578267249055794
random,latest,avoid_walls,True,exclude_walls,6,0.99,228.16,6.4139223568733605
random,latest,avoid_walls,True,include_walls,6,0.7,226.6,4.349712634186307
random,latest,avoid_walls,True,exclude_walls,6,0.7,225.71999999999997,2.620992178546135
random,latest,avoid_walls,True,False,6,0.9,222.9,9.599374979653627
random,latest,avoid_walls,True,False,6,0.7,222.21999999999997,9.42558221013429
random,latest,avoid_walls,True,False,6,0.5,221.9,6.73854583719663
random,latest,avoid_walls,True,exclude_walls,6,0.9,221.7,4.783304297240564
random,latest,avoid_walls,True,False,6,0.99,219.9,9.52785390316203
random,latest,avoid_walls,True,include_walls,6,0.5,217.24,6.407370755621999
semantic,strongest,random,False,include_walls,6,0.99,202.85999999999999,48.96993363279145
episodic,latest,avoid_walls,True,False,12,1.0,914.68,5.768674024418428
episodic,latest,avoid_walls,False,False,12,1.0,909.8399999999999,6.291136622264698
random,latest_strongest,avoid_walls,True,exclude_walls,12,0.7,879.0800000000002,8.37696842539111
random,latest_strongest,avoid_walls,True,False,12,0.5,877.24,7.270378257009735
random,latest_strongest,avoid_walls,True,exclude_walls,12,0.5,873.04,9.793998162139905
random,latest_strongest,avoid_walls,False,include_walls,12,0.5,872.9799999999999,7.61561553651445
random,latest_strongest,avoid_walls,False,exclude_walls,12,0.5,872.24,8.336809941458434
random,latest_strongest,avoid_walls,False,include_walls,12,0.7,870.0600000000001,7.469564913701458
random,latest_strongest,avoid_walls,False,exclude_walls,12,0.9,870.04,4.3476890413184055
random,latest_strongest,avoid_walls,False,exclude_walls,12,0.7,869.3,10.913294644606642
random,latest_strongest,avoid_walls,True,False,12,0.7,869.3,8.260024213039568
random,latest_strongest,avoid_walls,True,include_walls,12,0.5,869.0599999999998,8.061910443561134
semantic,strongest,avoid_walls,False,False,12,0.5,868.3199999999999,13.873629662060324
random,latest_strongest,avoid_walls,False,False,12,0.7,867.72,9.17962962215795
semantic,strongest,avoid_walls,False,include_walls,12,0.5,866.4800000000001,13.314563455104329
random,latest_strongest,avoid_walls,False,False,12,0.5,866.4,12.682428789470892
random,latest_strongest,avoid_walls,False,False,12,0.9,865.86,3.522271994040203
random,latest_strongest,avoid_walls,True,False,12,0.9,864.6200000000001,7.6859352065965325
random,latest_strongest,avoid_walls,True,exclude_walls,12,0.9,864.32,4.040495019177741
random,latest_strongest,avoid_walls,True,include_walls,12,0.7,864.3,8.16896566279967
semantic,strongest,avoid_walls,False,exclude_walls,12,0.5,864.0,3.417601498127039
random,latest_strongest,avoid_walls,False,include_walls,12,0.9,863.64,13.212509224216255
random,latest_strongest,avoid_walls,False,exclude_walls,12,0.99,863.6200000000001,5.9094500590156676
random,random,avoid_walls,True,False,12,0.7,862.7,3.2298606781098362
random,random,avoid_walls,True,include_walls,12,0.5,861.4799999999999,10.814693708099206
random,random,avoid_walls,False,include_walls,12,0.5,861.4200000000001,6.7821530504700345
random,random,avoid_walls,True,exclude_walls,12,0.5,861.0799999999999,11.099981981967352
random,random,avoid_walls,False,exclude_walls,12,0.7,860.6800000000001,13.788023788781334
random,latest_strongest,avoid_walls,True,include_walls,12,0.9,860.46,5.41575479504009
random,latest_strongest,avoid_walls,True,False,12,0.99,860.36,4.5701641108389035
random,random,avoid_walls,False,False,12,0.7,859.2199999999999,8.679493072754875
random,random,avoid_walls,True,include_walls,12,0.9,858.46,11.83276806161602
random,random,avoid_walls,False,include_walls,12,0.7,858.26,5.590921212108069
random,latest_strongest,avoid_walls,False,False,12,0.99,857.2,10.440114941896006
random,random,avoid_walls,False,False,12,0.9,856.72,12.611011061766593
random,latest_strongest,avoid_walls,True,include_walls,12,0.99,856.68,12.42809719949116
random,random,avoid_walls,True,include_walls,12,0.7,856.4199999999998,5.346550289672799
random,random,avoid_walls,True,exclude_walls,12,0.7,855.9799999999999,4.2831763914179275
random,random,avoid_walls,False,False,12,0.5,854.4,9.141334694671228
random,latest_strongest,avoid_walls,False,include_walls,12,0.99,854.3799999999999,13.029719874195314
random,random,avoid_walls,True,False,12,0.5,853.78,9.831663134994011
random,random,avoid_walls,True,exclude_walls,12,0.9,853.4399999999999,5.713352780985977
random,random,avoid_walls,True,False,12,0.9,852.6,7.963165199843604
semantic,strongest,avoid_walls,False,False,12,0.7,851.26,9.918991884259212
random,random,avoid_walls,False,exclude_walls,12,0.5,851.1200000000001,10.507787588260415
random,random,avoid_walls,False,exclude_walls,12,0.9,850.6600000000001,14.56483436225762
random,latest_strongest,avoid_walls,True,exclude_walls,12,0.99,849.9599999999998,8.464419649332134
random,random,avoid_walls,True,False,12,0.99,847.76,8.619651965131773
random,random,avoid_walls,False,False,12,0.99,847.5600000000001,14.103701641767673
random,random,avoid_walls,False,include_walls,12,0.9,847.18,14.01990014229776
random,random,avoid_walls,False,exclude_walls,12,0.99,846.7,12.028133687318224
random,random,avoid_walls,True,exclude_walls,12,0.99,843.0800000000002,14.24688036027536
episodic,latest,random,False,False,12,1.0,841.26,11.716074427896064
random,random,avoid_walls,False,include_walls,12,0.99,840.22,9.450164019740606
semantic,strongest,avoid_walls,False,exclude_walls,12,0.7,839.4,16.00574896716799
random,random,avoid_walls,True,include_walls,12,0.99,838.86,12.784146432202649
episodic,latest,random,True,False,12,1.0,838.5799999999999,21.0126057403645
semantic,strongest,avoid_walls,False,include_walls,12,0.7,837.1600000000001,10.7889943924353
random,latest_strongest,random,True,include_walls,12,0.7,836.1,8.961473093191762
random,latest_strongest,random,False,include_walls,12,0.5,835.14,19.34720651670416
random,latest_strongest,random,False,include_walls,12,0.7,834.3399999999999,9.552716891021122
random,latest_strongest,random,True,include_walls,12,0.9,833.9200000000001,11.81632768672229
random,latest_strongest,random,False,False,12,0.9,833.4,21.13546782070367
random,latest_strongest,random,False,exclude_walls,12,0.7,833.2,16.728299375609005
random,latest_strongest,random,False,False,12,0.7,831.4,8.087273953564324
random,latest_strongest,random,False,include_walls,12,0.9,831.04,22.384780543932106
random,random,random,True,exclude_walls,12,0.5,828.4399999999999,16.917753988044634
random,latest_strongest,random,True,False,12,0.5,828.3800000000001,15.882997198262062
random,random,random,False,include_walls,12,0.9,825.4799999999999,15.64690384708744
random,random,random,True,include_walls,12,0.9,825.46,22.429409265515652
random,latest_strongest,random,False,exclude_walls,12,0.99,824.8800000000001,13.170026575523675
random,latest_strongest,random,False,False,12,0.5,824.74,18.82281594236101
random,random,random,False,include_walls,12,0.7,823.5,19.915220310104534
random,latest_strongest,random,False,exclude_walls,12,0.5,822.86,24.34679445019405
random,latest_strongest,random,True,False,12,0.7,821.3799999999999,15.299071867273549
random,latest_strongest,random,True,include_walls,12,0.5,820.0800000000002,28.287198518057615
random,latest_strongest,random,True,exclude_walls,12,0.9,819.7,14.149911660501639
random,latest_strongest,random,True,exclude_walls,12,0.5,819.2400000000001,21.5009395143561
random,latest_strongest,random,False,include_walls,12,0.99,818.96,14.738059573770196
random,random,random,False,exclude_walls,12,0.7,817.82,17.40245959627548
random,latest_strongest,random,True,False,12,0.9,817.58,9.05083421569525
random,random,random,True,False,12,0.5,814.6800000000001,6.79511589305145
random,latest_strongest,random,False,exclude_walls,12,0.9,814.0600000000001,17.92546791578954
random,latest_strongest,random,True,False,12,0.99,812.3399999999999,19.24854280198892
random,random,random,True,False,12,0.7,812.1200000000001,18.21542203738359
random,random,random,True,exclude_walls,12,0.7,812.0200000000001,10.784321953651043
random,random,random,False,False,12,0.9,811.5400000000001,20.33170922475531
random,random,random,False,exclude_walls,12,0.5,811.2,21.409624004171594
random,random,random,True,exclude_walls,12,0.9,810.8,23.756514895918546
random,random,random,True,include_walls,12,0.5,810.3199999999999,21.68938911080717
random,random,random,True,False,12,0.99,809.7,22.536459349241184
semantic,strongest,random,False,exclude_walls,12,0.7,809.6999999999999,17.669861346371682
semantic,strongest,random,False,exclude_walls,12,0.5,809.6,23.229980628489553
random,random,random,False,False,12,0.99,809.44,6.203740806964767
random,random,random,True,include_walls,12,0.99,809.3399999999999,9.838821067587306
semantic,strongest,random,False,include_walls,12,0.5,808.98,26.03708124963319
random,random,random,False,exclude_walls,12,0.9,808.46,13.321801679953058
random,latest_strongest,random,True,exclude_walls,12,0.7,808.36,18.13004136785133
random,random,random,False,include_walls,12,0.99,808.0799999999999,25.466558463993533
random,random,random,False,include_walls,12,0.5,806.72,9.823522789712456
random,latest_strongest,random,True,exclude_walls,12,0.99,806.2,13.745253726286764
random,random,random,True,False,12,0.9,805.68,14.308235390850951
random,latest_strongest,random,True,include_walls,12,0.99,805.14,21.602185074663154
random,random,random,True,exclude_walls,12,0.99,803.74,11.991930620212877
random,latest_strongest,random,False,False,12,0.99,801.28,6.658948865999805
random,random,random,False,False,12,0.5,800.5999999999999,15.597435686676178
random,random,random,True,include_walls,12,0.7,798.4399999999999,6.551213628023442
random,random,random,False,exclude_walls,12,0.99,796.28,28.601636316826347
semantic,strongest,random,False,False,12,0.7,795.0200000000001,11.719965870257461
random,random,random,False,False,12,0.7,793.86,8.304360300468673
semantic,strongest,random,False,False,12,0.5,786.8399999999999,18.269165279234837
semantic,strongest,random,False,include_walls,12,0.7,780.42,28.10419185815526
semantic,strongest,avoid_walls,False,False,12,0.9,767.9599999999999,26.20355701045184
random,latest,random,False,include_walls,12,0.9,765.4200000000001,23.839328849613175
random,latest,random,False,include_walls,12,0.5,764.76,17.447131569401336
random,latest,random,False,exclude_walls,12,0.7,764.0400000000002,23.32368753006265
random,latest,random,False,False,12,0.5,759.5799999999999,28.68877132259242
random,latest,random,False,include_walls,12,0.7,759.5199999999999,12.572096086174362
random,latest,random,False,exclude_walls,12,0.5,758.8,28.032338468276247
random,latest,random,False,False,12,0.9,757.5799999999999,16.799690473339083
random,latest,random,False,False,12,0.7,757.14,11.071332349812296
random,latest,random,False,exclude_walls,12,0.99,753.0400000000001,20.139771597513217
random,latest,random,False,include_walls,12,0.99,749.56,14.540233835808834
random,latest,avoid_walls,False,False,12,0.99,748.78,15.114681604321019
random,latest,avoid_walls,False,include_walls,12,0.9,744.56,11.776858664346792
random,latest,avoid_walls,False,include_walls,12,0.7,743.8999999999999,7.414310487159277
random,latest,avoid_walls,False,False,12,0.9,742.8,13.359640713731782
random,latest,random,True,include_walls,12,0.7,742.3799999999999,22.865992215515174
random,latest,avoid_walls,False,exclude_walls,12,0.9,742.0,10.136074190730874
random,latest,avoid_walls,False,exclude_walls,12,0.5,738.5200000000001,16.334674774846302
random,latest,random,False,exclude_walls,12,0.9,738.4799999999999,17.960779493106664
random,latest,avoid_walls,False,exclude_walls,12,0.99,738.22,11.920973114641244
random,latest,avoid_walls,False,False,12,0.7,737.54,21.326096689267843
random,latest,avoid_walls,False,include_walls,12,0.99,737.24,19.26993513222085
random,latest,avoid_walls,False,False,12,0.5,736.24,16.417259210964534
random,latest,avoid_walls,False,include_walls,12,0.5,736.2,13.738704451293792
random,latest,avoid_walls,False,exclude_walls,12,0.7,733.9200000000001,14.218635658880894
random,latest,random,True,include_walls,12,0.9,732.2,14.831722759005432
random,strongest,random,False,include_walls,12,0.5,731.8799999999999,37.114600900454285
random,strongest,random,False,False,12,0.7,730.24,19.585566113850255
semantic,strongest,avoid_walls,False,exclude_walls,12,0.9,728.3,32.970410977117034
random,latest,random,True,exclude_walls,12,0.9,727.1800000000001,25.687148537741596
random,strongest,random,False,False,12,0.9,725.8399999999999,18.71732886925908
random,strongest,random,True,include_walls,12,0.9,725.8199999999999,19.65984740530812
random,strongest,random,False,False,12,0.5,725.4200000000001,12.312497715735814
random,strongest,random,False,exclude_walls,12,0.7,724.5600000000002,25.68256996486142
random,latest,random,True,include_walls,12,0.5,724.26,20.85345055380523
random,strongest,random,False,include_walls,12,0.7,723.3599999999999,26.897256365659302
random,strongest,random,False,include_walls,12,0.9,722.04,23.866763500734667
random,latest,random,True,False,12,0.5,721.96,23.315968776784704
random,strongest,random,True,False,12,0.5,721.4,14.208307429106384
random,latest,random,False,False,12,0.99,720.9399999999999,10.613877707982146
random,strongest,random,False,exclude_walls,12,0.5,720.1999999999999,23.973568778969906
random,strongest,random,True,exclude_walls,12,0.5,718.1800000000001,33.1744118259842
random,latest,random,True,False,12,0.7,717.6400000000001,18.37668087550089
random,strongest,avoid_walls,False,exclude_walls,12,0.7,716.9,19.488765994798147
random,strongest,random,True,include_walls,12,0.7,716.0600000000001,16.884738671356434
random,latest,random,True,include_walls,12,0.99,715.2,22.27213505706174
random,latest,random,True,exclude_walls,12,0.7,714.88,16.89395158037337
random,latest,random,True,exclude_walls,12,0.5,714.54,16.1649744818852
random,latest,random,True,False,12,0.9,714.3799999999999,16.273340161134712
random,latest,random,True,exclude_walls,12,0.99,713.56,18.234977378653372
random,strongest,avoid_walls,False,include_walls,12,0.5,712.6999999999999,12.372873554675948
random,strongest,random,True,include_walls,12,0.5,712.42,32.40020987586345
random,latest,random,True,False,12,0.99,711.8599999999999,25.211156260671594
random,strongest,random,True,False,12,0.7,711.36,26.775854794945403
random,strongest,random,False,exclude_walls,12,0.9,708.82,21.087759482695176
random,strongest,avoid_walls,False,exclude_walls,12,0.5,708.7,15.72653808058213
random,strongest,random,True,exclude_walls,12,0.9,708.3399999999999,23.895321717859318
random,strongest,random,False,exclude_walls,12,0.99,708.1600000000001,13.74024745046464
semantic,strongest,random,False,False,12,0.9,706.6800000000001,18.007487331662922
random,strongest,avoid_walls,False,False,12,0.5,705.5000000000001,27.821933793322128
random,strongest,random,True,exclude_walls,12,0.7,699.76,5.215592008583499
semantic,strongest,random,False,exclude_walls,12,0.9,698.5600000000001,15.344784130120557
random,strongest,random,False,include_walls,12,0.99,697.76,22.65529518677696
random,strongest,avoid_walls,False,exclude_walls,12,0.9,696.8199999999999,5.060592850645097
semantic,strongest,avoid_walls,False,False,12,0.99,695.62,34.87970183358795
random,strongest,avoid_walls,False,False,12,0.7,695.0199999999999,16.82146248100919
random,strongest,random,True,False,12,0.9,694.38,21.43878727913497
semantic,strongest,random,False,include_walls,12,0.9,692.78,19.679166649022488
random,strongest,avoid_walls,False,False,12,0.9,692.74,19.02141950538918
random,strongest,random,True,False,12,0.99,692.0,15.772254119180312
random,strongest,random,True,exclude_walls,12,0.99,690.9800000000001,15.192419162200617
random,strongest,avoid_walls,False,include_walls,12,0.7,689.4599999999999,12.824601358326897
random,strongest,random,True,include_walls,12,0.99,686.2800000000001,38.326721748670344
semantic,strongest,avoid_walls,False,include_walls,12,0.9,686.0200000000001,44.40961157227115
random,strongest,avoid_walls,False,exclude_walls,12,0.99,679.2800000000001,21.907569468108502
random,strongest,avoid_walls,False,False,12,0.99,679.1800000000001,19.008776920149277
random,strongest,avoid_walls,False,include_walls,12,0.9,676.8799999999999,20.645038144794047
random,strongest,random,False,False,12,0.99,667.74,24.995567607077867
random,strongest,avoid_walls,False,include_walls,12,0.99,663.96,26.45120791192716
random,latest,avoid_walls,True,exclude_walls,12,0.7,663.9200000000001,20.837984547455644
random,latest,avoid_walls,True,False,12,0.5,662.36,13.63900289610645
random,latest,avoid_walls,True,exclude_walls,12,0.5,657.9800000000001,16.11017070052333
random,strongest,avoid_walls,True,exclude_walls,12,0.7,655.6,19.130499209377692
random,latest,avoid_walls,True,False,12,0.99,653.68,13.362844008668219
random,latest,avoid_walls,True,include_walls,12,0.9,653.48,5.3487942566526145
random,latest,avoid_walls,True,include_walls,12,0.99,653.12,22.52078151397059
random,strongest,avoid_walls,True,False,12,0.5,652.7,13.561563331710689
random,strongest,avoid_walls,True,exclude_walls,12,0.5,652.1600000000001,20.380834134058418
random,latest,avoid_walls,True,include_walls,12,0.5,649.82,18.737812038762716
random,strongest,avoid_walls,True,False,12,0.7,649.6600000000001,23.352995525199766
random,strongest,avoid_walls,True,include_walls,12,0.5,648.92,21.936125455512887
random,latest,avoid_walls,True,False,12,0.7,647.72,15.628358838982402
random,latest,avoid_walls,True,False,12,0.9,647.32,18.39286818307576
random,latest,avoid_walls,True,include_walls,12,0.7,646.14,16.06905099873667
semantic,strongest,random,False,False,12,0.99,645.6600000000001,17.12455546868297
semantic,strongest,avoid_walls,False,exclude_walls,12,0.99,645.02,34.74014392601159
random,strongest,avoid_walls,True,False,12,0.9,642.5799999999999,18.659517678653994
random,strongest,avoid_walls,True,include_walls,12,0.7,642.22,19.729308148031954
random,latest,avoid_walls,True,exclude_walls,12,0.9,641.6800000000001,16.802547425911357
random,strongest,avoid_walls,True,exclude_walls,12,0.9,637.3,11.508779257592845
random,latest,avoid_walls,True,exclude_walls,12,0.99,636.3199999999999,14.087356032982202
semantic,strongest,avoid_walls,False,include_walls,12,0.99,633.1000000000001,34.58577742367518
random,strongest,avoid_walls,True,include_walls,12,0.9,631.62,14.673431773106122
random,strongest,avoid_walls,True,False,12,0.99,626.22,15.578498002053989
semantic,strongest,random,False,exclude_walls,12,0.99,622.44,42.10233247695428
random,strongest,avoid_walls,True,include_walls,12,0.99,621.7,15.986744509123804
random,strongest,avoid_walls,True,exclude_walls,12,0.99,619.9,18.339574695177635
semantic,strongest,random,False,include_walls,12,0.99,570.1600000000001,20.933093416884173
episodic,latest,avoid_walls,False,False,24,1.0,979.0200000000001,3.2578520531172113
episodic,latest,avoid_walls,True,False,24,1.0,979.0200000000001,3.2578520531172113
semantic,strongest,avoid_walls,False,False,24,0.7,976.4800000000001,1.4810806865258843
semantic,strongest,avoid_walls,False,exclude_walls,24,0.7,976.4800000000001,1.4810806865258843
semantic,strongest,avoid_walls,False,include_walls,24,0.7,976.4800000000001,1.4810806865258843
random,latest_strongest,avoid_walls,True,False,24,0.99,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,exclude_walls,24,0.99,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,include_walls,24,0.5,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,include_walls,24,0.7,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,include_walls,24,0.9,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,False,24,0.5,938.5799999999999,12.313147444906196
random,latest_strongest,avoid_walls,True,False,24,0.7,938.5799999999999,12.313147444906198
random,latest_strongest,avoid_walls,True,False,24,0.9,938.5799999999999,12.313147444906196
random,latest_strongest,avoid_walls,True,exclude_walls,24,0.5,938.5799999999999,12.313147444906198
random,latest_strongest,avoid_walls,True,exclude_walls,24,0.7,938.5799999999999,12.313147444906198
random,latest_strongest,avoid_walls,True,exclude_walls,24,0.9,938.5799999999999,12.313147444906196
random,latest_strongest,avoid_walls,True,include_walls,24,0.99,938.5799999999999,12.313147444906196
random,latest_strongest,avoid_walls,False,exclude_walls,24,0.7,928.0800000000002,14.135119384002405
random,latest_strongest,avoid_walls,False,include_walls,24,0.9,928.0800000000002,14.135119384002405
random,latest_strongest,avoid_walls,False,False,24,0.5,928.0799999999999,14.135119384002406
random,latest_strongest,avoid_walls,False,False,24,0.7,928.0799999999999,14.135119384002405
random,latest_strongest,avoid_walls,False,False,24,0.9,928.0799999999999,14.135119384002406
random,latest_strongest,avoid_walls,False,False,24,0.99,928.0799999999999,14.135119384002406
random,latest_strongest,avoid_walls,False,exclude_walls,24,0.5,928.0799999999999,14.135119384002406
random,latest_strongest,avoid_walls,False,exclude_walls,24,0.9,928.0799999999999,14.135119384002406
random,latest_strongest,avoid_walls,False,exclude_walls,24,0.99,928.0799999999999,14.135119384002406
random,latest_strongest,avoid_walls,False,include_walls,24,0.5,928.0799999999999,14.135119384002406
random,latest_strongest,avoid_walls,False,include_walls,24,0.7,928.0799999999999,14.135119384002406
random,latest_strongest,avoid_walls,False,include_walls,24,0.99,928.0799999999999,14.135119384002406
episodic,latest,random,False,False,24,1.0,923.68,13.317266986885889
episodic,latest,random,True,False,24,1.0,923.68,13.317266986885889
random,latest,avoid_walls,True,False,24,0.5,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,False,24,0.7,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,False,24,0.9,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,False,24,0.99,916.5200000000001,8.949502779484469
random,latest,avoid_walls,True,exclude_walls,24,0.7,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,include_walls,24,0.5,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,include_walls,24,0.7,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,include_walls,24,0.9,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,include_walls,24,0.99,916.5200000000001,8.949502779484469
random,latest,avoid_walls,True,exclude_walls,24,0.5,916.5199999999999,8.94950277948447
random,latest,avoid_walls,True,exclude_walls,24,0.9,916.5199999999999,8.94950277948447
random,latest,avoid_walls,True,exclude_walls,24,0.99,916.5199999999999,8.94950277948447
random,latest,avoid_walls,False,exclude_walls,24,0.99,912.2400000000001,13.918275755279486
random,latest,avoid_walls,False,False,24,0.5,912.24,13.918275755279486
random,latest,avoid_walls,False,False,24,0.7,912.24,13.918275755279486
random,latest,avoid_walls,False,False,24,0.9,912.24,13.918275755279486
random,latest,avoid_walls,False,False,24,0.99,912.24,13.918275755279486
random,latest,avoid_walls,False,exclude_walls,24,0.5,912.24,13.918275755279486
random,latest,avoid_walls,False,exclude_walls,24,0.7,912.24,13.918275755279486
random,latest,avoid_walls,False,exclude_walls,24,0.9,912.24,13.918275755279486
random,latest,avoid_walls,False,include_walls,24,0.5,912.24,13.918275755279486
random,latest,avoid_walls,False,include_walls,24,0.7,912.24,13.918275755279486
random,latest,avoid_walls,False,include_walls,24,0.9,912.24,13.918275755279486
random,latest,avoid_walls,False,include_walls,24,0.99,912.24,13.918275755279486
semantic,strongest,avoid_walls,False,exclude_walls,24,0.9,909.6600000000001,10.756690940991112
semantic,strongest,avoid_walls,False,False,24,0.9,909.6599999999999,10.756690940991112
semantic,strongest,avoid_walls,False,include_walls,24,0.9,909.6599999999999,10.756690940991112
random,latest_strongest,random,False,False,24,0.5,897.0600000000001,11.235942328082698
random,latest_strongest,random,False,False,24,0.7,897.0600000000001,11.235942328082698
random,latest_strongest,random,False,exclude_walls,24,0.5,897.0600000000001,11.235942328082698
random,latest_strongest,random,False,exclude_walls,24,0.7,897.0600000000001,11.235942328082698
random,latest_strongest,random,False,include_walls,24,0.5,897.0600000000001,11.235942328082698
random,latest_strongest,random,False,include_walls,24,0.7,897.0600000000001,11.235942328082698
random,latest_strongest,random,False,False,24,0.9,897.04,11.219019565006578
random,latest_strongest,random,False,exclude_walls,24,0.9,897.04,11.219019565006578
random,latest_strongest,random,False,include_walls,24,0.9,897.04,11.219019565006578
random,latest_strongest,random,False,False,24,0.99,896.96,11.15250644474149
random,latest_strongest,random,False,exclude_walls,24,0.99,896.96,11.15250644474149
random,latest_strongest,random,False,include_walls,24,0.99,896.96,11.15250644474149
random,latest_strongest,random,True,False,24,0.9,881.0800000000002,15.084747263378341
random,latest_strongest,random,True,False,24,0.99,881.0800000000002,15.084747263378345
random,latest_strongest,random,True,exclude_walls,24,0.99,881.0800000000002,15.084747263378343
random,latest_strongest,random,True,include_walls,24,0.9,881.0800000000002,15.084747263378343
random,latest_strongest,random,True,exclude_walls,24,0.9,881.0799999999999,15.084747263378343
random,latest_strongest,random,True,include_walls,24,0.99,881.0799999999999,15.084747263378343
