mm_policy,qa_function,explore_policy,save_agent_as_episodic,pretrain_semantic,long_capacity,semantic_decay_factor,test_mean,test_std
random,latest_strongest,random,True,False,24,0.7,881.0,15.084694229582528
random,latest_strongest,random,True,exclude_walls,24,0.7,881.0,15.084694229582528
random,latest_strongest,random,True,include_walls,24,0.7,881.0,15.084694229582528
semantic,strongest,random,False,False,24,0.9,880.9399999999999,13.101847198009906
semantic,strongest,random,False,exclude_walls,24,0.9,880.9399999999999,13.101847198009906
semantic,strongest,random,False,include_walls,24,0.9,880.9399999999999,13.101847198009906
random,latest_strongest,random,True,False,24,0.5,880.9,15.077665601809858
random,latest_strongest,random,True,exclude_walls,24,0.5,880.9,15.077665601809858
random,latest_strongest,random,True,include_walls,24,0.5,880.9,15.077665601809858
random,strongest,avoid_walls,True,False,24,0.9,880.04,11.71624513229386
random,strongest,avoid_walls,True,exclude_walls,24,0.9,880.04,11.71624513229386
random,strongest,avoid_walls,True,include_walls,24,0.9,880.04,11.71624513229386
semantic,strongest,random,False,False,24,0.7,877.3400000000001,12.98192589718489
semantic,strongest,random,False,exclude_walls,24,0.7,877.3399999999999,12.981925897184889
semantic,strongest,random,False,include_walls,24,0.7,877.3399999999999,12.98192589718489
random,latest,random,False,include_walls,24,0.99,875.8000000000002,12.303007762331932
random,latest,random,False,False,24,0.5,875.8,12.303007762331932
random,latest,random,False,False,24,0.7,875.8,12.303007762331932
random,latest,random,False,False,24,0.9,875.8,12.303007762331932
random,latest,random,False,False,24,0.99,875.8,12.303007762331932
random,latest,random,False,exclude_walls,24,0.5,875.8,12.303007762331932
random,latest,random,False,exclude_walls,24,0.7,875.8,12.303007762331932
random,latest,random,False,exclude_walls,24,0.9,875.8,12.303007762331932
random,latest,random,False,exclude_walls,24,0.99,875.8,12.303007762331932
random,latest,random,False,include_walls,24,0.5,875.8,12.303007762331932
random,latest,random,False,include_walls,24,0.7,875.8,12.303007762331932
random,latest,random,False,include_walls,24,0.9,875.8,12.303007762331932
semantic,strongest,avoid_walls,False,False,24,0.5,875.1200000000001,9.496399317636136
semantic,strongest,avoid_walls,False,exclude_walls,24,0.5,875.1200000000001,9.496399317636136
semantic,strongest,avoid_walls,False,include_walls,24,0.5,875.1199999999999,9.496399317636136
random,strongest,avoid_walls,False,False,24,0.9,866.4,16.17491885605609
random,strongest,avoid_walls,False,include_walls,24,0.9,866.4,16.17491885605609
random,strongest,avoid_walls,False,exclude_walls,24,0.9,866.3999999999999,16.17491885605609
random,latest,random,True,False,24,0.5,861.7,19.218324588787652
random,latest,random,True,False,24,0.7,861.7,19.21832458878765
random,latest,random,True,False,24,0.9,861.7,19.218324588787652
random,latest,random,True,False,24,0.99,861.7,19.21832458878765
random,latest,random,True,exclude_walls,24,0.5,861.7,19.218324588787652
random,latest,random,True,exclude_walls,24,0.7,861.7,19.218324588787652
random,latest,random,True,exclude_walls,24,0.9,861.7,19.218324588787652
random,latest,random,True,exclude_walls,24,0.99,861.7,19.21832458878765
random,latest,random,True,include_walls,24,0.5,861.7,19.218324588787652
random,latest,random,True,include_walls,24,0.7,861.7,19.218324588787652
random,latest,random,True,include_walls,24,0.9,861.7,19.218324588787652
random,latest,random,True,include_walls,24,0.99,861.7,19.21832458878765
random,strongest,random,False,False,24,0.9,849.0200000000001,10.272176010953089
random,strongest,random,False,exclude_walls,24,0.9,849.0199999999999,10.272176010953089
random,strongest,random,False,include_walls,24,0.9,849.0199999999999,10.272176010953089
semantic,strongest,random,False,exclude_walls,24,0.5,848.7400000000001,13.908932381746624
semantic,strongest,random,False,False,24,0.5,848.74,13.908932381746622
semantic,strongest,random,False,include_walls,24,0.5,848.74,13.908932381746622
random,strongest,avoid_walls,True,exclude_walls,24,0.7,838.4200000000001,12.516133588293144
random,strongest,avoid_walls,True,include_walls,24,0.7,838.4200000000001,12.516133588293144
random,strongest,avoid_walls,True,False,24,0.7,838.4199999999998,12.516133588293144
random,strongest,random,True,False,24,0.9,834.96,10.36274095015407
random,strongest,random,True,exclude_walls,24,0.9,834.96,10.36274095015407
random,strongest,random,True,include_walls,24,0.9,834.96,10.36274095015407
random,strongest,avoid_walls,False,exclude_walls,24,0.7,834.76,13.465006498327423
random,strongest,avoid_walls,False,include_walls,24,0.7,834.76,13.465006498327423
random,strongest,avoid_walls,False,False,24,0.7,834.7599999999999,13.465006498327424
random,strongest,random,False,False,24,0.7,824.86,6.50064612173281
random,strongest,random,False,exclude_walls,24,0.7,824.86,6.500646121732809
random,strongest,random,False,include_walls,24,0.7,824.8599999999999,6.500646121732809
semantic,strongest,avoid_walls,False,exclude_walls,24,0.99,813.84,26.865636043094163
semantic,strongest,avoid_walls,False,False,24,0.99,813.8399999999999,26.865636043094163
semantic,strongest,avoid_walls,False,include_walls,24,0.99,813.8399999999999,26.865636043094167
random,strongest,random,True,False,24,0.7,804.1000000000001,14.559670325938034
random,strongest,random,True,include_walls,24,0.7,804.1,14.559670325938034
random,strongest,random,True,exclude_walls,24,0.7,804.0999999999999,14.559670325938034
random,strongest,avoid_walls,False,False,24,0.5,796.46,18.619516642491014
random,strongest,avoid_walls,False,exclude_walls,24,0.5,796.46,18.619516642491014
random,strongest,avoid_walls,False,include_walls,24,0.5,796.46,18.619516642491014
random,strongest,avoid_walls,True,False,24,0.5,793.5200000000001,11.688695393413232
random,strongest,avoid_walls,True,exclude_walls,24,0.5,793.5200000000001,11.688695393413232
random,strongest,avoid_walls,True,include_walls,24,0.5,793.52,11.688695393413234
random,strongest,random,False,False,24,0.5,792.28,4.825515516501843
random,strongest,random,False,exclude_walls,24,0.5,792.28,4.825515516501843
random,strongest,random,False,include_walls,24,0.5,792.28,4.825515516501843
random,strongest,avoid_walls,True,False,24,0.99,790.8199999999999,15.925250390496219
random,strongest,avoid_walls,True,exclude_walls,24,0.99,790.8199999999999,15.925250390496219
random,strongest,avoid_walls,True,include_walls,24,0.99,790.8199999999999,15.925250390496219
semantic,strongest,random,False,include_walls,24,0.99,788.7800000000001,24.478921544872044
semantic,strongest,random,False,False,24,0.99,788.78,24.47892154487204
semantic,strongest,random,False,exclude_walls,24,0.99,788.78,24.47892154487204
random,strongest,avoid_walls,False,False,24,0.99,782.6200000000001,24.600276421211184
random,strongest,avoid_walls,False,exclude_walls,24,0.99,782.6200000000001,24.600276421211184
random,strongest,avoid_walls,False,include_walls,24,0.99,782.6200000000001,24.600276421211184
random,strongest,random,False,False,24,0.99,780.5200000000001,25.13192392157833
random,strongest,random,False,exclude_walls,24,0.99,780.52,25.13192392157833
random,strongest,random,False,include_walls,24,0.99,780.52,25.13192392157833
random,random,avoid_walls,True,False,24,0.5,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,False,24,0.7,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,False,24,0.9,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,False,24,0.99,770.6800000000001,28.952609554235362
random,random,avoid_walls,True,exclude_walls,24,0.5,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,exclude_walls,24,0.7,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,exclude_walls,24,0.9,770.6800000000001,28.952609554235362
random,random,avoid_walls,True,exclude_walls,24,0.99,770.6800000000001,28.952609554235362
random,random,avoid_walls,True,include_walls,24,0.5,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,include_walls,24,0.7,770.6800000000001,28.952609554235362
random,random,avoid_walls,True,include_walls,24,0.9,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,include_walls,24,0.99,770.6800000000001,28.952609554235362
random,strongest,random,True,False,24,0.5,770.28,18.426654606846014
random,strongest,random,True,exclude_walls,24,0.5,770.28,18.426654606846014
random,strongest,random,True,include_walls,24,0.5,770.28,18.426654606846014
random,strongest,random,True,False,24,0.99,752.6000000000001,25.839117631993524
random,strongest,random,True,exclude_walls,24,0.99,752.6,25.839117631993528
random,strongest,random,True,include_walls,24,0.99,752.5999999999999,25.839117631993528
random,random,avoid_walls,False,False,24,0.5,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,False,24,0.7,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,False,24,0.9,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,False,24,0.99,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,exclude_walls,24,0.5,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,exclude_walls,24,0.9,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,include_walls,24,0.5,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,include_walls,24,0.9,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,include_walls,24,0.99,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,exclude_walls,24,0.7,746.18,21.86315622228411
random,random,avoid_walls,False,exclude_walls,24,0.99,746.18,21.86315622228411
random,random,avoid_walls,False,include_walls,24,0.7,746.18,21.86315622228411
random,random,random,True,False,24,0.5,731.74,14.846763957172609
random,random,random,True,False,24,0.7,731.74,14.846763957172609
random,random,random,True,False,24,0.9,731.74,14.846763957172609
random,random,random,True,False,24,0.99,731.74,14.846763957172609
random,random,random,True,exclude_walls,24,0.5,731.74,14.846763957172609
random,random,random,True,exclude_walls,24,0.7,731.74,14.846763957172609
random,random,random,True,exclude_walls,24,0.9,731.74,14.846763957172609
random,random,random,True,exclude_walls,24,0.99,731.74,14.846763957172609
random,random,random,True,include_walls,24,0.5,731.74,14.846763957172609
random,random,random,True,include_walls,24,0.7,731.74,14.846763957172609
random,random,random,True,include_walls,24,0.9,731.74,14.846763957172609
random,random,random,True,include_walls,24,0.99,731.74,14.846763957172609
random,random,random,False,False,24,0.5,717.8000000000001,21.26791009949026
random,random,random,False,exclude_walls,24,0.9,717.8000000000001,21.267910099490262
random,random,random,False,include_walls,24,0.5,717.8000000000001,21.267910099490262
random,random,random,False,False,24,0.7,717.8,21.267910099490262
random,random,random,False,False,24,0.9,717.8,21.267910099490262
random,random,random,False,False,24,0.99,717.8,21.267910099490262
random,random,random,False,exclude_walls,24,0.5,717.8,21.267910099490262
random,random,random,False,exclude_walls,24,0.7,717.8,21.267910099490262
random,random,random,False,exclude_walls,24,0.99,717.8,21.267910099490262
random,random,random,False,include_walls,24,0.7,717.8,21.267910099490262
random,random,random,False,include_walls,24,0.9,717.8,21.267910099490262
random,random,random,False,include_walls,24,0.99,717.8,21.267910099490262
episodic,latest,avoid_walls,False,False,48,1.0,979.0200000000001,3.2578520531172113
episodic,latest,avoid_walls,True,False,48,1.0,979.0199999999999,3.2578520531172113
semantic,strongest,avoid_walls,False,include_walls,48,0.7,976.4800000000001,1.4810806865258843
semantic,strongest,avoid_walls,False,False,48,0.7,976.4799999999999,1.4810806865258843
semantic,strongest,avoid_walls,False,exclude_walls,48,0.7,976.4799999999999,1.4810806865258843
random,latest_strongest,avoid_walls,True,False,48,0.5,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,exclude_walls,48,0.5,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,exclude_walls,48,0.9,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,include_walls,48,0.9,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,False,48,0.7,938.5799999999999,12.313147444906198
random,latest_strongest,avoid_walls,True,False,48,0.9,938.5799999999999,12.313147444906198
random,latest_strongest,avoid_walls,True,False,48,0.99,938.5799999999999,12.313147444906198
random,latest_strongest,avoid_walls,True,exclude_walls,48,0.7,938.5799999999999,12.313147444906198
random,latest_strongest,avoid_walls,True,exclude_walls,48,0.99,938.5799999999999,12.313147444906198
random,latest_strongest,avoid_walls,True,include_walls,48,0.5,938.5799999999999,12.313147444906198
random,latest_strongest,avoid_walls,True,include_walls,48,0.7,938.5799999999999,12.313147444906198
random,latest_strongest,avoid_walls,True,include_walls,48,0.99,938.5799999999999,12.313147444906198
random,latest_strongest,avoid_walls,False,False,48,0.99,928.0800000000002,14.135119384002405
random,latest_strongest,avoid_walls,False,exclude_walls,48,0.7,928.0800000000002,14.135119384002405
random,latest_strongest,avoid_walls,False,exclude_walls,48,0.9,928.0800000000002,14.135119384002405
random,latest_strongest,avoid_walls,False,include_walls,48,0.5,928.0800000000002,14.135119384002405
random,latest_strongest,avoid_walls,False,include_walls,48,0.7,928.0800000000002,14.135119384002405
random,latest_strongest,avoid_walls,False,include_walls,48,0.9,928.0800000000002,14.135119384002405
random,latest_strongest,avoid_walls,False,False,48,0.5,928.0799999999999,14.135119384002406
random,latest_strongest,avoid_walls,False,False,48,0.7,928.0799999999999,14.135119384002406
random,latest_strongest,avoid_walls,False,False,48,0.9,928.0799999999999,14.135119384002406
random,latest_strongest,avoid_walls,False,exclude_walls,48,0.5,928.0799999999999,14.135119384002405
random,latest_strongest,avoid_walls,False,exclude_walls,48,0.99,928.0799999999999,14.135119384002406
random,latest_strongest,avoid_walls,False,include_walls,48,0.99,928.0799999999999,14.135119384002406
episodic,latest,random,False,False,48,1.0,923.6800000000001,13.317266986885889
episodic,latest,random,True,False,48,1.0,923.68,13.317266986885889
random,latest,avoid_walls,True,False,48,0.5,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,False,48,0.7,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,False,48,0.9,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,False,48,0.99,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,exclude_walls,48,0.5,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,exclude_walls,48,0.9,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,exclude_walls,48,0.99,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,include_walls,48,0.9,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,include_walls,48,0.99,916.5200000000001,8.94950277948447
random,latest,avoid_walls,True,exclude_walls,48,0.7,916.5199999999999,8.94950277948447
random,latest,avoid_walls,True,include_walls,48,0.5,916.5199999999999,8.949502779484469
random,latest,avoid_walls,True,include_walls,48,0.7,916.5199999999999,8.94950277948447
random,latest,avoid_walls,False,False,48,0.5,912.24,13.918275755279486
random,latest,avoid_walls,False,False,48,0.7,912.24,13.918275755279486
random,latest,avoid_walls,False,False,48,0.9,912.24,13.918275755279486
random,latest,avoid_walls,False,False,48,0.99,912.24,13.918275755279486
random,latest,avoid_walls,False,exclude_walls,48,0.5,912.24,13.918275755279486
random,latest,avoid_walls,False,exclude_walls,48,0.7,912.24,13.918275755279486
random,latest,avoid_walls,False,exclude_walls,48,0.9,912.24,13.918275755279486
random,latest,avoid_walls,False,exclude_walls,48,0.99,912.24,13.918275755279486
random,latest,avoid_walls,False,include_walls,48,0.5,912.24,13.918275755279486
random,latest,avoid_walls,False,include_walls,48,0.7,912.24,13.918275755279486
random,latest,avoid_walls,False,include_walls,48,0.9,912.24,13.918275755279486
random,latest,avoid_walls,False,include_walls,48,0.99,912.24,13.918275755279486
semantic,strongest,avoid_walls,False,exclude_walls,48,0.9,909.6600000000001,10.756690940991112
semantic,strongest,avoid_walls,False,False,48,0.9,909.6599999999999,10.756690940991112
semantic,strongest,avoid_walls,False,include_walls,48,0.9,909.6599999999999,10.756690940991112
random,latest_strongest,random,False,False,48,0.5,897.0600000000001,11.235942328082698
random,latest_strongest,random,False,False,48,0.7,897.0600000000001,11.235942328082698
random,latest_strongest,random,False,exclude_walls,48,0.5,897.0600000000001,11.235942328082698
random,latest_strongest,random,False,exclude_walls,48,0.7,897.0600000000001,11.235942328082698
random,latest_strongest,random,False,include_walls,48,0.5,897.0600000000001,11.235942328082698
random,latest_strongest,random,False,include_walls,48,0.7,897.0600000000001,11.235942328082698
random,latest_strongest,random,False,False,48,0.9,897.04,11.219019565006578
random,latest_strongest,random,False,exclude_walls,48,0.9,897.04,11.219019565006578
random,latest_strongest,random,False,include_walls,48,0.9,897.04,11.219019565006578
random,latest_strongest,random,False,False,48,0.99,896.9599999999998,11.15250644474149
random,latest_strongest,random,False,exclude_walls,48,0.99,896.9599999999998,11.15250644474149
random,latest_strongest,random,False,include_walls,48,0.99,896.9599999999998,11.15250644474149
random,latest_strongest,random,True,False,48,0.9,881.0800000000002,15.084747263378343
random,latest_strongest,random,True,False,48,0.99,881.0800000000002,15.084747263378345
random,latest_strongest,random,True,exclude_walls,48,0.99,881.0800000000002,15.084747263378345
random,latest_strongest,random,True,include_walls,48,0.99,881.0800000000002,15.084747263378341
random,latest_strongest,random,True,exclude_walls,48,0.9,881.0799999999999,15.084747263378343
random,latest_strongest,random,True,include_walls,48,0.9,881.0799999999999,15.084747263378343
random,latest_strongest,random,True,False,48,0.7,881.0,15.084694229582528
random,latest_strongest,random,True,exclude_walls,48,0.7,881.0,15.08469422958253
random,latest_strongest,random,True,include_walls,48,0.7,881.0,15.084694229582528
semantic,strongest,random,False,False,48,0.9,880.9399999999999,13.101847198009906
semantic,strongest,random,False,exclude_walls,48,0.9,880.9399999999999,13.101847198009906
semantic,strongest,random,False,include_walls,48,0.9,880.9399999999999,13.101847198009906
random,latest_strongest,random,True,False,48,0.5,880.9,15.077665601809858
random,latest_strongest,random,True,exclude_walls,48,0.5,880.9,15.077665601809858
random,latest_strongest,random,True,include_walls,48,0.5,880.9,15.077665601809858
random,strongest,avoid_walls,True,exclude_walls,48,0.9,880.0400000000002,11.716245132293862
random,strongest,avoid_walls,True,False,48,0.9,880.04,11.71624513229386
random,strongest,avoid_walls,True,include_walls,48,0.9,880.04,11.71624513229386
semantic,strongest,random,False,False,48,0.7,877.3399999999999,12.98192589718489
semantic,strongest,random,False,exclude_walls,48,0.7,877.3399999999999,12.98192589718489
semantic,strongest,random,False,include_walls,48,0.7,877.3399999999999,12.981925897184889
random,latest,random,False,False,48,0.5,875.8,12.303007762331932
random,latest,random,False,False,48,0.7,875.8,12.303007762331932
random,latest,random,False,False,48,0.9,875.8,12.303007762331932
random,latest,random,False,False,48,0.99,875.8,12.303007762331932
random,latest,random,False,exclude_walls,48,0.5,875.8,12.303007762331932
random,latest,random,False,exclude_walls,48,0.7,875.8,12.303007762331932
random,latest,random,False,exclude_walls,48,0.9,875.8,12.303007762331932
random,latest,random,False,exclude_walls,48,0.99,875.8,12.303007762331932
random,latest,random,False,include_walls,48,0.5,875.8,12.303007762331932
random,latest,random,False,include_walls,48,0.7,875.8,12.303007762331932
random,latest,random,False,include_walls,48,0.9,875.8,12.303007762331932
random,latest,random,False,include_walls,48,0.99,875.8,12.303007762331932
semantic,strongest,avoid_walls,False,False,48,0.5,875.1200000000001,9.496399317636136
semantic,strongest,avoid_walls,False,include_walls,48,0.5,875.1200000000001,9.496399317636136
semantic,strongest,avoid_walls,False,exclude_walls,48,0.5,875.1199999999999,9.496399317636136
random,strongest,avoid_walls,False,False,48,0.9,866.4,16.17491885605609
random,strongest,avoid_walls,False,exclude_walls,48,0.9,866.4,16.17491885605609
random,strongest,avoid_walls,False,include_walls,48,0.9,866.4,16.17491885605609
random,latest,random,True,False,48,0.5,861.7,19.218324588787652
random,latest,random,True,False,48,0.7,861.7,19.218324588787652
random,latest,random,True,False,48,0.9,861.7,19.218324588787652
random,latest,random,True,False,48,0.99,861.7,19.21832458878765
random,latest,random,True,exclude_walls,48,0.5,861.7,19.218324588787652
random,latest,random,True,exclude_walls,48,0.7,861.7,19.21832458878765
random,latest,random,True,exclude_walls,48,0.9,861.7,19.21832458878765
random,latest,random,True,exclude_walls,48,0.99,861.7,19.218324588787652
random,latest,random,True,include_walls,48,0.5,861.7,19.218324588787652
random,latest,random,True,include_walls,48,0.7,861.7,19.218324588787652
random,latest,random,True,include_walls,48,0.9,861.7,19.218324588787652
random,latest,random,True,include_walls,48,0.99,861.7,19.218324588787652
random,strongest,random,False,include_walls,48,0.9,849.0200000000001,10.272176010953089
random,strongest,random,False,False,48,0.9,849.0199999999999,10.272176010953089
random,strongest,random,False,exclude_walls,48,0.9,849.0199999999999,10.272176010953089
semantic,strongest,random,False,False,48,0.5,848.7400000000001,13.908932381746622
semantic,strongest,random,False,exclude_walls,48,0.5,848.7400000000001,13.908932381746624
semantic,strongest,random,False,include_walls,48,0.5,848.74,13.908932381746622
random,strongest,avoid_walls,True,False,48,0.7,838.4200000000001,12.516133588293144
random,strongest,avoid_walls,True,exclude_walls,48,0.7,838.4200000000001,12.516133588293144
random,strongest,avoid_walls,True,include_walls,48,0.7,838.4200000000001,12.516133588293144
random,strongest,random,True,False,48,0.9,834.96,10.36274095015407
random,strongest,random,True,exclude_walls,48,0.9,834.96,10.36274095015407
random,strongest,random,True,include_walls,48,0.9,834.96,10.36274095015407
random,strongest,avoid_walls,False,False,48,0.7,834.76,13.465006498327423
random,strongest,avoid_walls,False,exclude_walls,48,0.7,834.76,13.465006498327423
random,strongest,avoid_walls,False,include_walls,48,0.7,834.76,13.465006498327423
random,strongest,random,False,False,48,0.7,824.86,6.50064612173281
random,strongest,random,False,include_walls,48,0.7,824.86,6.50064612173281
random,strongest,random,False,exclude_walls,48,0.7,824.8599999999999,6.500646121732809
semantic,strongest,avoid_walls,False,False,48,0.99,813.8399999999999,26.865636043094167
semantic,strongest,avoid_walls,False,exclude_walls,48,0.99,813.8399999999999,26.865636043094163
semantic,strongest,avoid_walls,False,include_walls,48,0.99,813.8399999999999,26.865636043094163
random,strongest,random,True,exclude_walls,48,0.7,804.1,14.559670325938034
random,strongest,random,True,False,48,0.7,804.0999999999999,14.559670325938034
random,strongest,random,True,include_walls,48,0.7,804.0999999999999,14.559670325938034
random,strongest,avoid_walls,False,False,48,0.5,796.46,18.619516642491014
random,strongest,avoid_walls,False,exclude_walls,48,0.5,796.46,18.61951664249101
random,strongest,avoid_walls,False,include_walls,48,0.5,796.46,18.619516642491014
random,strongest,avoid_walls,True,False,48,0.5,793.5200000000001,11.688695393413232
random,strongest,avoid_walls,True,include_walls,48,0.5,793.5200000000001,11.688695393413232
random,strongest,avoid_walls,True,exclude_walls,48,0.5,793.52,11.688695393413234
random,strongest,random,False,False,48,0.5,792.28,4.825515516501843
random,strongest,random,False,exclude_walls,48,0.5,792.28,4.825515516501843
random,strongest,random,False,include_walls,48,0.5,792.28,4.825515516501843
random,strongest,avoid_walls,True,False,48,0.99,790.8199999999999,15.925250390496219
random,strongest,avoid_walls,True,exclude_walls,48,0.99,790.8199999999999,15.925250390496219
random,strongest,avoid_walls,True,include_walls,48,0.99,790.8199999999999,15.925250390496219
semantic,strongest,random,False,False,48,0.99,788.78,24.47892154487204
semantic,strongest,random,False,exclude_walls,48,0.99,788.78,24.478921544872044
semantic,strongest,random,False,include_walls,48,0.99,788.78,24.478921544872044
random,strongest,avoid_walls,False,exclude_walls,48,0.99,782.6200000000001,24.600276421211184
random,strongest,avoid_walls,False,False,48,0.99,782.62,24.600276421211184
random,strongest,avoid_walls,False,include_walls,48,0.99,782.6199999999999,24.600276421211184
random,strongest,random,False,include_walls,48,0.99,780.5200000000001,25.13192392157833
random,strongest,random,False,False,48,0.99,780.52,25.13192392157833
random,strongest,random,False,exclude_walls,48,0.99,780.52,25.13192392157833
random,random,avoid_walls,True,False,48,0.5,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,False,48,0.7,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,False,48,0.9,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,False,48,0.99,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,exclude_walls,48,0.5,770.6800000000001,28.952609554235362
random,random,avoid_walls,True,exclude_walls,48,0.7,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,exclude_walls,48,0.9,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,exclude_walls,48,0.99,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,include_walls,48,0.5,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,include_walls,48,0.7,770.6800000000001,28.95260955423536
random,random,avoid_walls,True,include_walls,48,0.9,770.6800000000001,28.952609554235362
random,random,avoid_walls,True,include_walls,48,0.99,770.6800000000001,28.952609554235362
random,strongest,random,True,False,48,0.5,770.28,18.42665460684601
random,strongest,random,True,exclude_walls,48,0.5,770.28,18.426654606846014
random,strongest,random,True,include_walls,48,0.5,770.28,18.426654606846014
random,strongest,random,True,False,48,0.99,752.6,25.839117631993528
random,strongest,random,True,exclude_walls,48,0.99,752.6,25.839117631993528
random,strongest,random,True,include_walls,48,0.99,752.6,25.839117631993528
random,random,avoid_walls,False,False,48,0.5,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,False,48,0.7,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,exclude_walls,48,0.7,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,exclude_walls,48,0.9,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,exclude_walls,48,0.99,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,include_walls,48,0.5,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,include_walls,48,0.9,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,include_walls,48,0.99,746.1800000000001,21.86315622228411
random,random,avoid_walls,False,False,48,0.9,746.18,21.86315622228411
random,random,avoid_walls,False,False,48,0.99,746.18,21.86315622228411
random,random,avoid_walls,False,exclude_walls,48,0.5,746.18,21.86315622228411
random,random,avoid_walls,False,include_walls,48,0.7,746.18,21.86315622228411
random,random,random,True,False,48,0.5,731.74,14.846763957172609
random,random,random,True,False,48,0.7,731.74,14.846763957172609
random,random,random,True,False,48,0.9,731.74,14.846763957172609
random,random,random,True,False,48,0.99,731.74,14.846763957172609
random,random,random,True,exclude_walls,48,0.5,731.74,14.846763957172609
random,random,random,True,exclude_walls,48,0.7,731.74,14.846763957172609
random,random,random,True,exclude_walls,48,0.9,731.74,14.846763957172609
random,random,random,True,exclude_walls,48,0.99,731.74,14.846763957172609
random,random,random,True,include_walls,48,0.5,731.74,14.846763957172609
random,random,random,True,include_walls,48,0.7,731.74,14.846763957172609
random,random,random,True,include_walls,48,0.9,731.74,14.846763957172609
random,random,random,True,include_walls,48,0.99,731.74,14.846763957172609
random,random,random,False,False,48,0.5,717.8,21.267910099490262
random,random,random,False,False,48,0.7,717.8,21.267910099490262
random,random,random,False,False,48,0.9,717.8,21.267910099490262
random,random,random,False,False,48,0.99,717.8,21.267910099490262
random,random,random,False,exclude_walls,48,0.5,717.8,21.267910099490262
random,random,random,False,exclude_walls,48,0.7,717.8,21.267910099490262
random,random,random,False,exclude_walls,48,0.9,717.8,21.267910099490262
random,random,random,False,exclude_walls,48,0.99,717.8,21.267910099490262
random,random,random,False,include_walls,48,0.5,717.8,21.267910099490262
random,random,random,False,include_walls,48,0.7,717.8,21.267910099490262
random,random,random,False,include_walls,48,0.9,717.8,21.267910099490262
random,random,random,False,include_walls,48,0.99,717.8,21.267910099490262
episodic,latest,avoid_walls,False,False,96,1.0,979.0200000000001,3.2578520531172113
episodic,latest,avoid_walls,True,False,96,1.0,979.0200000000001,3.2578520531172113
semantic,strongest,avoid_walls,False,exclude_walls,96,0.7,976.4800000000001,1.4810806865258843
semantic,strongest,avoid_walls,False,include_walls,96,0.7,976.4800000000001,1.4810806865258843
semantic,strongest,avoid_walls,False,False,96,0.7,976.4799999999999,1.4810806865258843
random,latest_strongest,avoid_walls,True,False,96,0.9,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,False,96,0.99,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,exclude_walls,96,0.5,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,exclude_walls,96,0.7,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,exclude_walls,96,0.9,938.5800000000002,12.313147444906198
random,latest_strongest,avoid_walls,True,False,96,0.5,938.5799999999999,12.313147444906198
random,latest_strongest,avoid_walls,True,False,96,0.7,938.5799999999999,12.313147444906198
